Unique,AgeEntry,PolicyTerm,SumAssured
A001171,49,1,8030736
A001172,31,5,7333816
A001173,62,1,287740
A001174,47,30,9712262
A001175,56,10,1366563
A001176,22,10,6343551
A001177,48,1,2717644
A001178,32,5,7593483
A001179,33,10,6503474
A001180,64,30,5016439
A001181,60,20,2109334
A001182,47,5,8482444
A001183,34,30,9271720
A001184,46,30,7623995
A001185,27,1,6139162
A001186,62,10,9360519
A001187,20,20,6381657
A001188,49,10,1495873
A001189,33,10,6126299
A001190,58,10,516098
A001191,64,5,6171752
A001192,44,5,925305
A001193,23,5,126335
A001194,25,1,6371334
A001195,33,10,4217724
A001196,41,5,6093517
A001197,20,10,7717121
A001198,32,10,9370935
A001199,37,5,587730
A001200,51,30,5658196
A001201,67,30,5299867
A001202,55,20,8570100
A001203,19,1,7771421
A001204,31,10,1520349
A001205,26,5,6893927
A001206,21,10,381189
A001207,56,10,7983032
A001208,24,20,1845263
A001209,66,20,8585640
A001210,61,10,5436939
A001211,68,1,3169981
A001212,39,5,5743012
A001213,56,5,9514262
A001214,51,5,2349584
A001215,37,30,3550405
A001216,21,30,5384106
A001217,39,20,5476166
A001218,34,20,3029175
A001219,51,10,6255393
A001220,32,30,420611
A001221,51,20,5367698
A001222,61,30,6944754
A001223,29,5,7070060
A001224,42,30,2768538
A001225,37,20,6755624
A001226,69,20,945821
A001227,33,30,6333833
A001228,35,5,1940477
A001229,51,10,7119541
A001230,51,20,1676820
A001231,25,10,8434530
A001232,25,10,7984797
A001233,40,30,9804630
A001234,61,10,1837622
A001235,49,5,2306643
A001236,58,10,3082082
A001237,34,20,7746598
A001238,55,1,4926166
A001239,68,30,1696213
A001240,41,30,2254456
A001241,65,20,4767774
A001242,28,20,7732667
A001243,33,10,6730300
A001244,61,10,9589359
A001245,41,5,3823966
A001246,26,10,4307341
A001247,51,1,7973637
A001248,54,5,2212470
A001249,61,30,8888660
A001250,31,10,1331550
A001251,54,1,2074186
A001252,62,10,2641065
A001253,32,1,246319
A001254,25,1,428279
A001255,25,5,4109146
A001256,35,10,1705100
A001257,44,20,9901101
A001258,31,5,1232845
A001259,25,5,925788
A001260,47,1,2352619
A001261,46,20,2548436
A001262,33,20,1714775
A001263,54,1,7451217
A001264,43,20,9164768
A001265,32,20,1399002
A001266,40,5,879143
A001267,30,20,938472
A001268,27,1,1304720
A001269,68,10,7570326
A001270,44,20,4744971
A001271,23,5,6462850
A001272,43,1,3700819
A001273,29,30,3367534
A001274,31,5,3961723
A001275,29,20,436094
A001276,21,10,6194340
A001277,63,30,6549252
A001278,35,10,3177957
A001279,49,30,5887036
A001280,48,1,5895830
A001281,47,20,3630121
A001282,66,5,6337885
A001283,56,20,4996929
A001284,39,30,1637962
A001285,20,20,5614192
A001286,25,20,925578
A001287,37,1,8329556
A001288,44,5,7286078
A001289,48,5,4245140
A001290,45,20,3855867
A001291,50,1,8573881
A001292,54,10,3133164
A001293,38,5,5528820
A001294,61,30,192736
A001295,58,1,447596
A001296,69,30,4833480
A001297,69,5,9203172
A001298,32,5,4280995
A001299,65,5,7127664
A001300,58,5,4454475
A001301,42,1,9337444
A001302,34,30,426491
A001303,32,20,709589
A001304,45,5,4532591
A001305,39,10,5661780
A001306,52,20,8788988
A001307,27,10,6970349
A001308,50,10,4297257
A001309,31,20,8393562
A001310,34,20,4441003
A001311,38,20,6801722
A001312,49,10,9833366
A001313,40,20,6566163
A001314,51,30,7022094
A001315,47,20,6620255
A001316,28,10,8773714
A001317,45,30,2849359
A001318,65,10,5637101
A001319,65,30,9147668
A001320,23,1,2891341
A001321,24,30,8962836
A001322,61,5,387146
A001323,54,1,3760110
A001324,35,5,1892636
A001325,45,1,3326780
A001326,47,20,8876816
A001327,59,5,6912145
A001328,32,10,8045054
A001329,52,10,7018902
A001330,54,30,377001
A001331,65,1,3215633
A001332,68,30,5923846
A001333,39,30,635664
A001334,42,30,9384935
A001335,51,30,6827623
A001336,21,30,3852848
A001337,25,20,5761586
A001338,20,1,5606067
A001339,31,1,3973292
A001340,35,20,3615863
A001341,22,5,9547573
A001342,31,20,9332502
A001343,34,20,3929282
A001344,22,20,1636396
A001345,41,30,3859591
A001346,52,5,5556764
A001347,25,1,8672484
A001348,23,10,2362563
A001349,64,10,1591102
A001350,33,10,4726300
A001351,28,5,7212008
A001352,37,5,8383735
A001353,69,5,7768980
A001354,26,10,3618282
A001355,35,10,1972957
A001356,29,5,2809454
A001357,47,10,7298419
A001358,22,10,362142
A001359,67,20,9192619
A001360,66,20,9468011
A001361,25,1,686483
A001362,32,30,986519
A001363,19,5,2080122
A001364,64,30,7567246
A001365,58,5,5125608
A001366,37,5,1408801
A001367,61,30,5123213
A001368,43,5,4178497
A001369,19,20,8207577
A001370,47,10,4563522
A001371,21,20,5296431
A001372,21,20,4797362
A001373,48,20,479830
A001374,57,10,8091101
A001375,38,10,9213170
A001376,26,30,3507493
A001377,67,1,3774421
A001378,40,1,7775378
A001379,40,30,5565655
A001380,29,1,996953
A001381,63,1,7290596
A001382,51,5,5090296
A001383,27,30,6434237
A001384,21,10,9198797
A001385,24,30,4272504
A001386,56,1,7738184
A001387,37,10,7528114
A001388,37,1,4243426
A001389,33,20,546681
A001390,67,1,6823792
A001391,35,30,5824710
A001392,51,5,7303846
A001393,40,1,6458863
A001394,23,20,1029605
A001395,39,20,8498893
A001396,60,30,6773398
A001397,20,5,7493366
A001398,63,30,8792523
A001399,46,10,5551378
A001400,21,30,939911
A001401,53,5,1418783
A001402,69,30,1938600
A001403,63,5,5379751
A001404,63,1,9374289
A001405,50,5,8028429
A001406,62,20,6164700
A001407,22,1,8796923
A001408,42,20,3190602
A001409,20,1,809011
A001410,48,1,5487461
A001411,48,20,1036722
A001412,61,20,1123382
A001413,59,5,3309860
A001414,38,1,6731051
A001415,41,10,81855
A001416,27,20,1352525
A001417,40,20,1829230
A001418,62,5,7531807
A001419,48,30,2979884
A001420,52,30,2164926
A001421,22,30,3504881
A001422,39,5,2987053
A001423,58,20,8232693
A001424,21,10,6717673
A001425,57,1,3654958
A001426,60,5,2865221
A001427,29,30,8095553
A001428,34,20,9014981
A001429,50,30,4934764
A001430,33,5,637210
A001431,51,20,1626165
A001432,64,1,2185800
A001433,33,10,6819274
A001434,23,5,1701910
A001435,31,30,9666566
A001436,68,20,1666315
A001437,27,5,7694906
A001438,66,5,1457126
A001439,40,20,7347779
A001440,37,1,4644721
A001441,67,30,2372088
A001442,26,1,5129610
A001443,60,30,131677
A001444,57,1,1881725
A001445,48,10,118670
A001446,32,30,558146
A001447,66,1,629940
A001448,32,1,5172014
A001449,69,10,6131327
A001450,41,20,9119179
A001451,57,1,5956967
A001452,58,30,7112285
A001453,57,10,2237760
A001454,41,10,3192508
A001455,54,1,9203465
A001456,42,5,8786659
A001457,27,10,6542227
A001458,29,30,7944447
A001459,69,5,2356798
A001460,20,5,2029216
A001461,37,5,9639189
A001462,34,30,8679209
A001463,53,30,6895098
A001464,19,10,4291834
A001465,44,20,9403338
A001466,24,10,9970414
A001467,49,5,7261574
A001468,33,1,5709082
A001469,21,5,8636177
A001470,61,5,836457
A001471,34,10,4314829
A001472,63,5,4116152
A001473,23,1,677512
A001474,33,20,7134009
A001475,25,30,6864144
A001476,24,20,9887017
A001477,64,10,5381849
A001478,22,30,4911297
A001479,63,20,5221788
A001480,52,1,1332699
A001481,35,1,162915
A001482,55,1,9806104
A001483,57,30,7876425
A001484,32,5,2715665
A001485,46,5,1543894
A001486,40,10,1792251
A001487,53,20,5099527
A001488,29,30,7525139
A001489,47,1,6725204
A001490,26,5,7485229
A001491,38,30,7419323
A001492,24,30,2494179
A001493,39,5,4779273
A001494,48,10,4430249
A001495,62,1,6754875
A001496,53,30,7157218
A001497,58,5,148187
A001498,59,10,4947707
A001499,25,30,87261
A001500,45,30,2823409
A001501,69,20,3585798
A001502,29,5,1774194
A001503,67,1,5286760
A001504,50,1,5643136
A001505,40,1,4602025
A001506,61,5,1880901
A001507,42,20,4566153
A001508,57,10,585805
A001509,36,1,9708829
A001510,67,5,4006192
A001511,62,10,1877792
A001512,55,20,4484818
A001513,51,20,8972137
A001514,64,5,1131604
A001515,64,30,846336
A001516,26,20,1292277
A001517,52,1,4608240
A001518,69,30,5739607
A001519,25,30,8885802
A001520,40,20,642794
A001521,50,5,1536415
A001522,24,10,9596550
A001523,68,5,9808927
A001524,24,10,8220792
A001525,53,20,7983393
A001526,68,5,8488131
A001527,63,5,3495040
A001528,27,1,7530535
A001529,66,30,9081001
A001530,35,10,4407283
A001531,61,10,5973491
A001532,63,5,9000554
A001533,31,20,8208877
A001534,48,20,5346995
A001535,47,1,5970454
A001536,68,10,2575975
A001537,63,30,2913228
A001538,41,5,872120
A001539,22,5,7103990
A001540,30,30,7476526
A001541,50,10,6180367
A001542,41,20,5070175
A001543,37,5,9813284
A001544,24,10,514663
A001545,67,20,6580412
A001546,27,10,4121876
A001547,44,5,1381258
A001548,51,10,6789234
A001549,59,5,3288844
A001550,54,1,5456834
A001551,66,1,5684445
A001552,53,1,7598187
A001553,67,10,3672476
A001554,25,1,7084693
A001555,33,10,3030006
A001556,28,20,294731
A001557,25,1,3733973
A001558,68,1,430107
A001559,32,30,4529592
A001560,66,1,8956388
A001561,58,30,4129143
A001562,48,30,4776869
A001563,27,1,7795574
A001564,58,20,5773926
A001565,24,1,763613
A001566,31,10,7861865
A001567,26,10,8409267
A001568,54,5,5653085
A001569,48,30,6861223
A001570,22,1,9861203
A001571,66,20,2948455
A001572,27,1,1965505
A001573,62,1,5956145
A001574,27,10,6853800
A001575,55,30,7240119
A001576,21,30,2106861
A001577,32,5,8640918
A001578,46,1,7529931
A001579,68,5,5214721
A001580,19,30,701877
A001581,47,30,9700547
A001582,51,10,8679042
A001583,44,20,5222283
A001584,53,30,7896173
A001585,59,1,6643087
A001586,23,1,5888199
A001587,45,1,2072792
A001588,65,10,9203587
A001589,50,5,8361437
A001590,35,20,7154284
A001591,61,10,7272826
A001592,46,30,6006207
A001593,20,30,9895581
A001594,54,30,9567096
A001595,44,30,2338201
A001596,52,1,9269687
A001597,62,30,8477763
A001598,42,5,5477291
A001599,36,10,6184905
A001600,66,5,5600088
A001601,23,5,1770317
A001602,59,30,2033267
A001603,40,30,9353583
A001604,27,20,3821822
A001605,20,10,958848
A001606,37,30,3324308
A001607,66,1,9561799
A001608,28,30,8069514
A001609,64,20,4676079
A001610,65,20,2237072
A001611,58,1,1567811
A001612,25,20,6457002
A001613,23,20,2311183
A001614,56,5,3438138
A001615,34,10,3101427
A001616,48,5,2937637
A001617,60,5,898254
A001618,63,30,6777892
A001619,36,30,3282559
A001620,43,10,648819
A001621,47,30,52755
A001622,61,30,599227
A001623,33,20,7544189
A001624,30,5,8999799
A001625,19,20,5913922
A001626,31,10,3558594
A001627,56,20,7541859
A001628,35,1,6726922
A001629,59,1,5529576
A001630,60,5,8915064
A001631,23,1,9061422
A001632,43,5,7913211
A001633,28,20,3624824
A001634,37,20,4935167
A001635,23,1,5733068
A001636,64,5,2125312
A001637,25,1,781980
A001638,46,10,4117046
A001639,33,30,6665632
A001640,40,10,9570994
A001641,66,10,3961301
A001642,66,30,2157103
A001643,26,20,5856159
A001644,23,30,1108222
A001645,29,30,5772928
A001646,44,30,4825814
A001647,45,1,2193809
A001648,19,1,3473585
A001649,35,10,9077575
A001650,31,1,917832
A001651,62,10,85717
A001652,65,1,4510949
A001653,28,5,7493870
A001654,41,10,1150788
A001655,61,5,2647537
A001656,56,30,1331838
A001657,39,10,6900490
A001658,56,10,4495860
A001659,59,5,3442829
A001660,29,1,2934162
A001661,33,10,7735489
A001662,24,1,9454411
A001663,63,5,1718027
A001664,56,5,5474971
A001665,27,10,7117121
A001666,24,10,5367844
A001667,41,20,845846
A001668,53,10,8109348
A001669,44,5,7466407
A001670,39,20,7038411
A001671,52,1,6461674
A001672,63,5,2814261
A001673,20,10,5045332
A001674,19,20,1514122
A001675,39,5,748025
A001676,33,20,7554092
A001677,44,5,6908790
A001678,38,30,573540
A001679,67,20,2068040
A001680,49,30,5537662
A001681,54,20,5896122
A001682,34,5,952166
A001683,66,20,1668938
A001684,57,1,8346975
A001685,37,5,4128760
A001686,53,5,6544427
A001687,35,10,660344
A001688,35,10,2239622
A001689,66,20,8148919
A001690,52,10,9041409
A001691,21,30,5759669
A001692,67,10,3251240
A001693,39,1,290967
A001694,26,30,4946931
A001695,21,1,6858622
A001696,38,5,1078049
A001697,63,1,6961306
A001698,44,1,1987182
A001699,46,30,4077133
A001700,67,30,7672775
A001701,58,5,8314756
A001702,30,10,6306676
A001703,69,1,3423913
A001704,33,5,544671
A001705,64,30,9140293
A001706,52,10,7158724
A001707,40,20,8903710
A001708,60,10,8489295
A001709,65,30,7727817
A001710,27,20,7155875
A001711,68,20,8708078
A001712,19,20,260908
A001713,50,5,7799086
A001714,24,20,123771
A001715,19,10,7893917
A001716,22,10,7442572
A001717,51,30,4848680
A001718,57,30,375747
A001719,65,30,7487197
A001720,26,1,4808432
A001721,31,5,3720665
A001722,50,1,1201843
A001723,52,20,8327607
A001724,51,1,7309740
A001725,58,30,4711534
A001726,34,5,7579864
A001727,49,5,5290332
A001728,60,30,5940715
A001729,24,1,1357749
A001730,29,30,4422648
A001731,31,10,1541221
A001732,66,10,4419832
A001733,55,30,8510022
A001734,48,10,6703745
A001735,41,5,9694205
A001736,42,1,3896287
A001737,30,10,5740032
A001738,55,10,8703818
A001739,64,30,6257964
A001740,47,10,544500
A001741,50,30,4837269
A001742,30,5,2163475
A001743,56,20,8943065
A001744,53,1,9319905
A001745,50,1,8663833
A001746,36,30,2358600
A001747,28,30,1420237
A001748,69,30,6107188
A001749,40,5,134600
A001750,37,30,2933377
A001751,26,30,2119963
A001752,33,30,4123550
A001753,21,5,6502364
A001754,42,30,8982334
A001755,50,30,9110208
A001756,68,30,4643264
A001757,29,30,934369
A001758,49,1,9909261
A001759,34,5,8348739
A001760,60,1,5040168
A001761,35,10,6663138
A001762,42,5,1353680
A001763,69,10,8214762
A001764,68,30,758853
A001765,35,20,8057424
A001766,58,5,8797243
A001767,68,20,111710
A001768,65,10,1170659
A001769,35,5,442796
A001770,68,10,2453918
A001771,50,30,8373040
A001772,47,30,9876822
A001773,23,30,7016654
A001774,21,10,4863813
A001775,45,10,6429491
A001776,38,20,6470952
A001777,60,20,4851800
A001778,61,30,8384156
A001779,53,5,9923332
A001780,41,5,6837153
A001781,25,20,1437843
A001782,35,1,8182156
A001783,23,10,3100279
A001784,66,30,6543982
A001785,22,30,6190624
A001786,60,10,2023907
A001787,36,20,7032976
A001788,20,20,1057053
A001789,25,20,4048312
A001790,27,10,625527
A001791,66,10,5482433
A001792,63,10,8431737
A001793,65,30,5642578
A001794,41,5,508382
A001795,28,10,397626
A001796,47,10,5101942
A001797,50,5,9524465
A001798,60,10,6156504
A001799,56,5,57975
A001800,25,30,9091860
A001801,62,5,3488698
A001802,47,1,613898
A001803,56,1,6267536
A001804,65,20,4302508
A001805,34,5,8446168
A001806,63,10,1652395
A001807,27,30,8789037
A001808,63,30,5195735
A001809,26,1,6474233
A001810,54,5,7877630
A001811,67,1,9487724
A001812,63,5,4674279
A001813,55,5,4950874
A001814,45,30,374744
A001815,23,1,9963492
A001816,54,10,6473465
A001817,26,1,7444709
A001818,39,1,7862767
A001819,65,5,5791950
A001820,65,20,5156840
A001821,55,5,7945829
A001822,25,1,9751383
A001823,59,30,2074477
A001824,22,1,7346663
A001825,19,30,4663163
A001826,56,1,5013393
A001827,40,5,7866972
A001828,53,30,2699821
A001829,35,20,6800136
A001830,33,5,295798
A001831,31,30,8013648
A001832,30,1,3230446
A001833,45,30,155384
A001834,39,10,5837684
A001835,26,5,9579739
A001836,59,10,1836577
A001837,68,10,8086602
A001838,62,30,5089521
A001839,42,1,2975284
A001840,57,5,3616429
A001841,49,30,2958587
A001842,22,1,2892707
A001843,35,5,8474806
A001844,38,30,8856013
A001845,22,5,2245138
A001846,31,5,6297145
A001847,63,10,5772870
A001848,47,5,7299773
A001849,52,10,5312721
A001850,62,1,2365548
A001851,62,5,3659888
A001852,36,5,735641
A001853,62,5,9140686
A001854,50,30,6499624
A001855,41,5,1241795
A001856,52,20,7483300
A001857,50,1,108901
A001858,30,10,8626026
A001859,36,1,2309495
A001860,44,1,9955074
A001861,36,10,5717561
A001862,38,30,9107605
A001863,53,20,3205345
A001864,34,10,9909588
A001865,55,30,8895876
A001866,36,5,5875208
A001867,65,30,5422934
A001868,43,1,709653
A001869,44,30,5131418
A001870,31,20,6605630
A001871,50,20,9282319
A001872,31,5,7974205
A001873,33,20,9293554
A001874,39,30,3563900
A001875,53,5,4372738
A001876,59,1,6322053
A001877,23,1,4678129
A001878,44,10,5035211
A001879,21,20,1349664
A001880,54,5,4089438
A001881,56,5,4755606
A001882,65,10,2463418
A001883,54,10,3759640
A001884,32,30,3421855
A001885,58,1,3604858
A001886,68,20,5682935
A001887,57,1,4212807
A001888,60,30,1613590
A001889,19,1,1433002
A001890,29,1,94033
A001891,47,10,6849952
A001892,54,5,1298818
A001893,41,20,3121140
A001894,41,1,1562894
A001895,66,1,9486856
A001896,56,20,3297976
A001897,34,20,7433798
A001898,64,1,7322967
A001899,56,20,4584747
A001900,58,20,7007340
A001901,36,30,120473
A001902,69,30,5902582
A001903,22,30,1921787
A001904,28,1,7932995
A001905,69,20,1479131
A001906,45,30,2203164
A001907,40,20,6887267
A001908,24,10,8563242
A001909,29,1,8112140
A001910,40,20,4603342
A001911,38,1,5379687
A001912,53,20,5519665
A001913,49,30,5691738
A001914,46,20,3877771
A001915,38,1,7436657
A001916,62,10,5247843
A001917,54,1,1498100
A001918,26,30,3100836
A001919,59,10,4920472
A001920,64,30,4789745
A001921,47,5,1152959
A001922,55,10,6994238
A001923,26,10,1052785
A001924,67,10,5356565
A001925,28,1,1483764
A001926,62,1,3401205
A001927,60,20,4039162
A001928,52,5,7241268
A001929,49,20,4848426
A001930,34,20,7155597
A001931,68,1,2598543
A001932,45,20,1973494
A001933,54,10,8156395
A001934,58,10,7802530
A001935,36,1,9191253
A001936,53,5,4984344
A001937,62,1,4034777
A001938,50,5,9363434
A001939,35,10,5472868
A001940,63,30,8076677
A001941,27,30,7021725
A001942,62,20,5613471
A001943,47,1,7834101
A001944,39,1,2367241
A001945,22,10,308951
A001946,37,1,8603335
A001947,31,1,5347648
A001948,36,10,956631
A001949,27,30,6397788
A001950,55,5,8158833
A001951,64,30,5249497
A001952,27,30,9994010
A001953,55,5,5911088
A001954,36,5,3295605
A001955,30,10,6541042
A001956,38,30,7140006
A001957,45,10,2910099
A001958,38,5,3293244
A001959,64,30,7989502
A001960,22,5,6813016
A001961,35,1,5570505
A001962,39,5,744942
A001963,36,20,8340085
A001964,40,1,1057325
A001965,30,20,8454979
A001966,60,1,307949
A001967,42,10,2179587
A001968,48,10,3265322
A001969,42,10,7236148
A001970,27,5,3402168
A001971,38,5,6012271
A001972,66,30,8227756
A001973,21,1,3723945
A001974,34,30,4169459
A001975,37,5,1450610
A001976,36,30,1543724
A001977,60,1,5186733
A001978,48,30,4453418
A001979,66,5,4566794
A001980,27,20,5987362
A001981,40,1,2860549
A001982,66,20,1139699
A001983,59,20,7482201
A001984,64,5,6745715
A001985,63,5,4117334
A001986,59,5,2533920
A001987,51,10,678844
A001988,46,20,9417968
A001989,48,1,4335677
A001990,25,10,2505161
A001991,34,1,4560516
A001992,61,10,5174978
A001993,57,10,4096651
A001994,61,1,7723529
A001995,49,1,3102672
A001996,44,20,7900946
A001997,38,5,7525229
A001998,53,10,9829157
A001999,60,20,7572824
A002000,29,30,5678614
A002001,57,10,999523
A002002,32,30,4090911
A002003,37,20,1783507
A002004,60,30,4295647
A002005,26,20,3553795
A002006,39,10,3157859
A002007,56,20,4083921
A002008,20,10,5332147
A002009,29,10,7093596
A002010,62,10,1868274
A002011,22,30,923790
A002012,30,10,7046001
A002013,20,10,1589746
A002014,50,10,2530070
A002015,40,5,9462320
A002016,47,5,8042155
A002017,53,30,9629329
A002018,66,1,4156106
A002019,24,5,234718
A002020,42,1,8207952
A002021,19,10,1601661
A002022,50,10,2287928
A002023,54,30,1320303
A002024,51,10,9754088
A002025,31,20,5718457
A002026,23,1,7221976
A002027,64,30,8563847
A002028,61,30,1674931
A002029,63,5,8893068
A002030,61,5,368862
A002031,63,10,4054396
A002032,69,20,4294957
A002033,66,5,4550544
A002034,33,5,5360711
A002035,60,20,1794663
A002036,40,5,3684093
A002037,35,5,5986806
A002038,36,30,4886078
A002039,66,20,3690091
A002040,45,30,396342
A002041,43,5,7265742
A002042,30,30,3931164
A002043,28,20,5997239
A002044,25,5,1274456
A002045,54,30,9280187
A002046,59,5,9622384
A002047,30,20,1346003
A002048,34,1,9485141
A002049,21,30,6187337
A002050,55,20,9687980
A002051,44,10,6988514
A002052,54,30,5388289
A002053,59,5,1483731
A002054,51,10,3737030
A002055,31,5,3847008
A002056,60,20,6254140
A002057,66,1,7842318
A002058,58,20,5297051
A002059,32,1,9757358
A002060,56,10,5947035
A002061,69,10,3746115
A002062,23,1,7894562
A002063,54,1,4436904
A002064,48,20,5571598
A002065,64,1,2178978
A002066,49,1,8695067
A002067,33,5,7193587
A002068,28,30,3064456
A002069,43,20,2795788
A002070,45,5,5118105
A002071,45,5,5333643
A002072,45,30,137770
A002073,45,20,7235874
A002074,64,30,7673994
A002075,37,5,1578522
A002076,26,1,4541495
A002077,34,20,4177802
A002078,19,30,1060064
A002079,46,1,1306618
A002080,68,5,2295273
A002081,46,10,296334
A002082,32,10,1073248
A002083,25,5,4855870
A002084,25,1,7178447
A002085,62,20,1005911
A002086,46,1,7700574
A002087,46,30,2666512
A002088,31,1,8403521
A002089,69,10,8503546
A002090,48,10,812082
A002091,58,1,9725911
